C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_29_876.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_29_876.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_29_876.jpg,0,1,0,2.845686
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_29_955.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_29_955.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_29_955.jpg,-0.15,1,0,3.771863
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_30_036.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_30_036.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_30_036.jpg,-0.35,1,0,4.694108
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_30_115.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_30_115.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_30_115.jpg,-0.5500001,1,0,5.591941
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_30_191.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_30_191.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_30_191.jpg,0,1,0,6.464476
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_30_267.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_30_267.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_30_267.jpg,0,1,0,7.375853
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_30_342.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_30_342.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_30_342.jpg,0,1,0,8.056848
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_30_414.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_30_414.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_30_414.jpg,0,1,0,8.958822
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_30_487.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_30_487.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_30_487.jpg,0,1,0,9.853756
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_30_561.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_30_561.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_30_561.jpg,0,1,0,10.52034
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_30_643.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_30_643.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_30_643.jpg,-0.2,1,0,11.39102
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_30_727.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_30_727.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_30_727.jpg,-0.45,1,0,12.51383
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_30_807.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_30_807.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_30_807.jpg,-0.6500001,1,0,13.26139
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_30_886.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_30_886.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_30_886.jpg,0,1,0,14.09528
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_30_965.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_30_965.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_30_965.jpg,0,1,0,14.55464
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_31_042.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_31_042.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_31_042.jpg,0,1,0,15.3812
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_31_125.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_31_125.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_31_125.jpg,0,1,0,16.18856
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_31_204.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_31_204.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_31_204.jpg,0,1,0,17.04149
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_31_282.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_31_282.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_31_282.jpg,0,1,0,17.89145
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_31_366.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_31_366.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_31_366.jpg,-0.2,1,0,19.07566
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_31_454.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_31_454.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_31_454.jpg,-0.4,1,0,19.80774
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_31_531.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_31_531.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_31_531.jpg,0,1,0,20.49202
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_31_603.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_31_603.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_31_603.jpg,0,1,0,20.99762
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_31_677.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_31_677.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_31_677.jpg,0,1,0,21.79982
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_31_763.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_31_763.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_31_763.jpg,0,1,0,22.6016
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_31_833.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_31_833.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_31_833.jpg,0,1,0,23.39474
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_31_914.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_31_914.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_31_914.jpg,-0.1,1,0,24.17387
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_31_991.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_31_991.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_31_991.jpg,-0.3,1,0,24.90218
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_32_066.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_32_066.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_32_066.jpg,-0.5000001,1,0,25.54987
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_32_147.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_32_147.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_32_147.jpg,0,1,0,26.19299
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_32_230.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_32_230.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_32_230.jpg,0,1,0,26.92661
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_32_307.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_32_307.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_32_307.jpg,0,1,0,27.6718
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_32_383.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_32_383.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_32_383.jpg,-0.05,1,0,28.22937
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_32_463.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_32_463.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_32_463.jpg,-0.25,1,0,28.9446
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_32_540.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_32_540.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_32_540.jpg,-0.45,1,0,29.57556
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_32_629.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_32_629.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_32_629.jpg,-0.7,1,0,30.12255
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_32_696.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_32_696.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_32_696.jpg,-0.8500001,1,0,30.10662
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_32_778.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_32_778.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_32_778.jpg,-1,1,0,30.09977
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_32_858.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_32_858.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_32_858.jpg,0,1,0,30.16358
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_32_946.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_32_946.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_32_946.jpg,0,1,0,30.1847
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_33_036.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_33_036.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_33_036.jpg,0,1,0,30.18885
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_33_104.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_33_104.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_33_104.jpg,0,1,0,30.19028
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_33_171.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_33_171.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_33_171.jpg,0,1,0,30.19307
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_33_261.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_33_261.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_33_261.jpg,0,1,0,30.18969
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_33_340.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_33_340.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_33_340.jpg,0,1,0,30.18999
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_33_414.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_33_414.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_33_414.jpg,0,1,0,30.19041
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_33_485.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_33_485.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_33_485.jpg,0,1,0,30.19032
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_33_558.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_33_558.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_33_558.jpg,0.05,1,0,30.18929
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_33_632.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_33_632.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_33_632.jpg,0.25,1,0,30.175
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_33_699.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_33_699.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_33_699.jpg,0.4,1,0,30.1577
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_33_767.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_33_767.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_33_767.jpg,0,1,0,30.18888
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_33_848.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_33_848.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_33_848.jpg,0,1,0,30.19015
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_33_933.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_33_933.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_33_933.jpg,0,1,0,30.18962
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_006.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_006.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_006.jpg,0,1,0,30.19006
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_073.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_073.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_073.jpg,0,1,0,30.18998
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_158.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_158.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_158.jpg,0,1,0,30.19023
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_230.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_230.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_230.jpg,0,1,0,30.19031
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_299.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_299.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_299.jpg,0,1,0,30.18941
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_367.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_367.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_367.jpg,-0.2,1,0,30.18007
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_453.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_453.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_453.jpg,0,1,0,30.1832
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_525.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_525.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_525.jpg,0,1,0,30.18918
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_601.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_601.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_601.jpg,0,1,0,30.19
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_679.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_679.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_679.jpg,0,1,0,30.19025
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_751.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_751.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_751.jpg,0,1,0,30.19025
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_840.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_840.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_840.jpg,0,1,0,30.19033
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_916.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_916.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_916.jpg,0,1,0,30.19018
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_34_989.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_34_989.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_34_989.jpg,-0.15,1,0,30.18434
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_35_063.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_35_063.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_35_063.jpg,-0.3,1,0,30.1694
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_35_131.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_35_131.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_35_131.jpg,0,1,0,30.18814
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_35_200.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_35_200.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_35_200.jpg,0,1,0,30.18988
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_35_289.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_35_289.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_35_289.jpg,0,1,0,30.19023
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_35_356.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_35_356.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_35_356.jpg,0,1,0,30.19029
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_35_432.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_35_432.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_35_432.jpg,0,1,0,30.19029
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_35_501.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_35_501.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_35_501.jpg,-0.15,1,0,30.18463
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_35_572.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_35_572.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_35_572.jpg,-0.35,1,0,30.16386
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_35_651.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_35_651.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_35_651.jpg,0,1,0,30.18764
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_35_718.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_35_718.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_35_718.jpg,0,1,0,30.18883
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_35_790.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_35_790.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_35_790.jpg,0,1,0,30.19004
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_35_869.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_35_869.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_35_869.jpg,0,1,0,30.19027
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_35_948.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_35_948.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_35_948.jpg,0,1,0,30.19027
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_36_028.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_36_028.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_36_028.jpg,0,1,0,30.19029
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_36_103.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_36_103.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_36_103.jpg,-0.15,1,0,30.18451
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_36_184.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_36_184.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_36_184.jpg,-0.35,1,0,30.1637
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_36_270.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_36_270.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_36_270.jpg,0,1,0,30.18581
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_36_344.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_36_344.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_36_344.jpg,0,1,0,30.18833
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_36_425.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_36_425.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_36_425.jpg,0,1,0,30.18996
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_36_501.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_36_501.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_36_501.jpg,0,1,0,30.19025
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_36_583.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_36_583.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_36_583.jpg,0,1,0,30.1903
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_36_664.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_36_664.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_36_664.jpg,0,1,0,30.19032
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_36_744.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_36_744.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_36_744.jpg,-0.1,1,0,30.18789
C:\Users\Rohith\Desktop\IMG\center_2020_04_30_20_02_36_829.jpg,C:\Users\Rohith\Desktop\IMG\left_2020_04_30_20_02_36_829.jpg,C:\Users\Rohith\Desktop\IMG\right_2020_04_30_20_02_36_829.jpg,-0.35,1,0,30.16368
